BSN;Name;PLZ;Adresse;Telefon;Fax;eMail;Internet
03G08;Grundschule am Planetarium;10405;Ella-Kay-Str. 47;4250874;42081125;info@gsap.de;http://www.gsap.de
03G09;Thomas-Mann-Grundschule;10437;Greifenhagener Str. 58-59;4457761;4455590;schulleitung@thomas-mann-grundschule.de;http://www.thomas-mann-grundschule.de
03G10;Grundschule am Hohen Feld;13125;Bedeweg 1;948006220;948006233;sekretariat@grundschule-amhohenfeld.de;http://grundschule-amhohenfeld.de/
03G11;Schule am Falkplatz (Grundschule);10437;Gleimstr. 49;443875010;44387539;schulleiterin@schule-am-falkplatz.berlin;http://www.schule-am-falkplatz.berlin
03G12;Paul-Lincke-Grundschule;10409;Pieskower Weg 39;42850876;42850877;paul-lincke-grundschule@gmx.de;http://www.paul-lincke.cidsnet.de
03G13;Rudolf-Dörrier-Grundschule;13158;Kastanienallee 59;91699480;91699481;info@rudolfdoerrier-g.cidsnet.de;http://www.rudolfdoerrier-g.cidsnet.de
03G14;Bornholmer Grundschule;10439;Ibsenstr. 17;4458763;44719469;bornholmer14@t-online.de;http://www.bornholmer-grundschule.de
03G15;Schule am Senefelderplatz;10435;Schönhauser Allee 165;4468900;44689013;info@schule-am-senefelderplatz.de;http://www.schule-am-senefelderplatz.de
03G16;Grundschule am Teutoburger Platz;10119;Templiner Str. 1-3;44358050;44358051;gamtp.schulleitung@t-online.de;http://www.gatp.cidsnet.de
03G17;Grundschule am Weißen See;13086;Amalienstr. 6;9269462;34353387;Schule.am.Weissen.See.cids@t-online.de;http://www.gsaws.cidsnet.de
03G18;Picasso-Grundschule;13088;Gounodstr. 71;960666-0;960666-21;picasso-schule@t-online.de;http://www.picasso-grundschule.de
03G20;Grundschule im Moselviertel;13088;Brodenbacher Weg 31;9250976;92375652;grundschule-im-moselviertel@gmx.de;http://www.moselschule.cidsnet.de
03G21;Grundschule unter den Bäumen;13129;Alt-Blankenburg 26;4743325;47487607;gudbaeumen@t-online.de;http://www.gudbaeumen.de
03G22;Grundschule am Wasserturm;13089;Tino-Schwierzina-Str. 66;4720176;47033360;gsamwasserturm@freenet.de;http://www.gs-wasserturm.cidsnet.de/
03G23;Grundschule Alt-Karow;13125;Bahnhofstr. 32;94794970;94794975;grundschule-alt-karow@gmx.de;http://www.grundschule-alt-karow.de
03G24;Grundschule im Panketal;13125;Achillesstr. 31;94794920;9479492231;gs-im-panketal@gmx.de;http://www.grundschuleimpanketal.cidsnet.de
03G25;Carl-Humann-Grundschule;10439;Scherenbergstr. 7;4441580;44719045;humann-grundschule@gmx.de;http://www.humann-grundschule.cidsnet.de
03G26;Arnold-Zweig-Grundschule;13187;Wollankstr. 131;497909-70;497909-79;arnold-zweig-grundschule@t-online.de;http://www.arnold-zweig-grundschule.com
03G27;Elizabeth-Shaw-Grundschule;13187;Grunowstr. 17;49301190;49301199;info@shaw-grundschule.de;http://shaw-grundschule.de/
03G28;Grundschule im Hasengrund;13156;Charlottenstr. 19;47402940;47402941;grundschule.im.hasengrund@t-online.de;http://www.berliner-hasengrundschule.de
03G29;Grundschule Am Sandhaus;13125;Wiltbergstr. 37-39;9490046;9490036;sandhaus.cids@t-online.de;http://www.sandhaus-schule.cidsnet.de
03G32;Grundschule an den Buchen;13156;Wilhelm-Wolff-Str. 19;916994-60;916994-61;sekretariat-gsbuchen@gmx.de;http://www.gs-buchen.de
03G33;Jeanne-Barez-Schule (Grundschule);13127;Hauptstr. 66;47498931;47498938;sekretariat@jeaba.de;http://www.jeanne-barez-schule.de
03G34;Mendel-Grundschule;13187;Stiftsweg 3;47607910;476079911;mendel-schule@t-online.de;http://www.mendel-grundschule.cidsnet.de
03G35;Platanengrundschule;13159;Hauptstr. 20;9131120;47411973;platanengrundschule@gmx.de;http://www.platanengrundschule.cidsnet.de
03G36;Elisabeth-Christinen-Grundschule;13156;Lindenberger Str. 12;40058920;40058921;elisabeth-christinen-gs@t-online.de;http://www.ecg.cidsnet.de
03G37;Klecks-Grundschule;13187;Brixener Str. 40;479019-20;479019-21;ganztags@klecks-grundschule.de;http://www.klecks-grundschule.cidsnet.de
03G38;Grundschule im Blumenviertel;10407;Syringenplatz 30;42850870;42850872;Grundschule_im_Blumenviertel@t-online.de;http://www.grundschule-im-blumenviertel.de 
03G39;Grundschule Wolkenstein;13189;Neumannstr. 65;47901890;47901891;sekretariat@wolkenstein.cidsnet.de;http://www.wolkenstein.cidsnet.de
03G40;Schule am Birkenhof;13127;Arnouxstr. 18;474029100;47411448;sekretariat@schule-birkenhof.de;http://www.schule-birkenhof.de
03G41;Trelleborg-Schule (Grundschule);13189;Eschengraben 40;479018611;479018618;trelleborg-schule@t-online.de;http://www.trelleborg-schule.de
03G43;Grundschule Wilhelmsruh;13158;Lessingstr. 44;916453-20;916453-28;sekretariat@grundschule-wilhelmsruh.de;https://www.grundschule-wilhelmsruh.de
03G44;Georg-Zacharias-Grundschule;13088;Sulzfelder Str. 15;9269089;9252784;44.Grundschule-Pankow@web.de;http://44gspankow.be.schule.de
03G45;Grundschule im Hofgarten;10435;Danziger Str. 50;403016-57;403016-67;gs-danziger-strasse@t-online.de;
03G46;Grundschule im Eliashof;10437;Senefelderstr. 6;40504800;40301889;gs-im-eliashof@t-online.de;http://grundschule-im-eliashof.cidsnet.de
03G47;47. Schule (Grundschule);13187;Mendelstr. 54;47607930;47607931;info@schuleanderstrauchwiese.de;
03K01;Kurt-Schwitters-Schule;10405;Greifswalder Str. 25;428478-41;428478-69;ksoberlin.cids@t-online.de;http://kurt-schwitters.cidsnet.de
03K02;Kurt-Tucholsky-Schule (Integrierte Sekundarschule);13189;Neumannstr. 9-11;479900-0;479900-122;sekretariat1@kto-berlin.de;www.kto-berlin.de
03K03;Konrad-Duden-Schule (Integrierte Sekundarschule);13156;Rolandstr. 35;4450959;44738903;info@isskd.de;http://www.isskd.de
03K04;Gustave-Eiffel-Schule;10409;Hanns-Eisler-Str. 78-80;42809070;4280907109;info@gustave-eiffel-schule.de;http://www.gustave-eiffel-schule.de/
03K05;Heinz-Brandt-Schule;13086;Langhansstr. 120;9251208;9253132;Heinz-Brandt-Oberschule.cids@t-online.de;http://www.heinz-brandt-os.cidsnet.de
03K06;Reinhold-Burger-Schule;13187;Neue Schönholzer Str. 32;499799-40;499799-48;Sekretariat@03k06.schule.berlin.de;http://www.reinhold-burger.cidsnet.de
03K07;Tesla-Schule (Gemeinschaftsschule);10407;Rudi-Arndt-Str. 18;421223-0;4235995;sekretariat@tesla-schule.de;http://www.tesla-schule.de
03K08;Hagenbeck-Schule;13086;Gustav-Adolf-Str. 60;96275050;96275053;info@hagenbeck-schule.de;http://www.hagenbeck-os.cidsnet.de
03K09;Janusz-Korczak-Schule (Integrierte Sekundarschule);13187;Dolomitenstr. 94;479099-40;479099-49;Janusz-Korczak-OR@web.de;http://j-korczak.cidsnet.de/Joomla/
03K10;Hufeland-Schule (Integrierte Sekundarschule);13125;Walter-Friedrich-Str. 16-18;94800610;94800618;sekretariat@hufelandschule.berlin;http://www.hufelandschule.berlin
03K11;Wilhelm-von-Humboldt-Schule (Gemeinschaftsschule);10439;Erich-Weinert-Str. 70;4119839-70;4119839-79;sekretariat@wvh-gemeinschaftsschule.de;http://wvh-gemeinschaftsschule.de
03P02;Klax-Grundschule;13086;Langhansstr. 74 B;666547-00;666547-59;info@klax-grundschule.de;http://www.klax-grundschule.de
03P03;Christburg Campus gGmbH;10405;Christburger Str. 14;4431237170;4431237179;Geschaeftsfuehrung@Christburg-Campus.de;http://www.christburg-campus.de
03P04;Elisabeth-Schulen;13086;Parkstr. 22;96249450;96249460;elisabeth-schulen@hoffbauer-bildung.de;http://www.elisabeth-schulen.de
03P08;Katholisches Schulzentrum Edith Stein;10405;Greifswalder Str. 18;4243930;42439326;KS-edithstein@t-online.de;http://www.schulzentrum-edithstein.de
03P10;Katholische Theresienschule (Gymnasium);13086;Behaimstr. 29;9246-425;9246-262;Theresienschule@t-online.de;http://www.Theresienschule.de
03P11;Stephanus-Schule;13086;Albertinenstr. 20;96249751;96249758;stephanus-schule@stephanus.org	;http://www.stephanus-schule.de
03P12;Evangelische Schule Pankow (Grundschule);13187;Galenusstr. 60 a;4749894-0;4749894-9;info@ev-schule-pankow.de;http://www.ev-schule-pankow.de
03P13;Freie Schule Pankow (Integrierte Sekundarschule);10717;Bundesallee 35;4733083;47300129;info@freie-schule-pankow.de;http://www.freie-schule-pankow.de
03P14;Freie Grundschule Pfefferwerk;10439;Schönfließer Str. 7;44717305;44717306;mail@freie-grundschule.de;http://www.freie-grundschule.de
03P15;AUCOTEAM GmbH;10407;Storkower Str. 115 A;42188661;4286259;berufsfachschule@aucoteam.de;http://www.aucoteam-berufsfachschule.de
03P17;Akademie der Gesundheit Berlin/Brandenburg e.V.;13125;Schwanebecker Chaussee 4 E-H;940306-11;940306-16;berlin@gesundheit-akademie.de;http://www.gesundheit-akademie.de
03P18;bip-Grundschule Berlin Pankow;13088;Bizetstr. 64;92092-220;92092-931;grundschule-pankow@bip-mail.de;http://www.bip-in-pankow.de
03P20;SchuleEins (Gemeinschaftsschule);13187;Hadlichstr. 44;47596693-0;47596693-20;sekretariat@pankower-fruechtchen.de;http://www.pankower-fruechtchen.de
03P21;Freie Integrative Montessori Grundschule Pankow;13187;Hadlichstr. 2;50019130;500191929;montessori-schule-pankow@karuna-ev.de;http://www.montessori-pädagogik-pankow.de
03P22;Klax-Schule (Integrierte Sekundarschule);13189;Neumannstr. 13 B;3474516-0;3474516-9;info@klax-sekundarschule.de;http://www.klax-sekundarschule.de
03P23;Freie Naturschule im StadtGUT (Grundschule);13159;Hauptstr. 24-26;4005830-2;4005830-3;info@freie-naturschule-pankow.de;http://www.freie-naturschule-pankow.de
03P24;Ting-Schule (Integrierte Sekundarschule);13189;Berliner Str. 100;47004506;47004529;ting@ting-schule.de;http://www.ting-schule.de
03P26;Lauder Beth-Zion Schule (Gemeinschaftsschule);10405;Rykestr. 53;4401316-20;4401316-29;sekretariat@team.lauderschule.de;http://www.lauderschule.de
03P27;Klax-Berlin gGmbH - berufl. Schulen;13189;Arkonastr. 45;47796-240;47796-204;info@klax-ausbildung.de;http://www.klax-ausbildung.de
03P28;Platanus Schule Berlin (Gemeinschaftsschule);13187;Berliner Str. 12;490048-800;490048-809;info@platanus-schule.de;http://www.platanus-schule.de
03P30;Freie Waldorfschule am Prenzlauer Berg;10409;Gürtelstr. 16;4208201-0;4208201-17;info@schulemachen.com;http://www.schulemachen.com
03P32;Montessori-Gemeinschaftsschule Berlin Buch;13125;Wiltbergstr. 50;91146490-0;91146490-9;info@montessori-berlin-buch.de;http://www.montessori-berlin-buch.de
03P33;Evangelische Schule Berlin Buch (Grundschule);13125;Wiltbergstr. 50;31958200;31958199;buero@ev-schule-buch.de;http://www.ev-schule-buch.de
03P34;Freie Sekundarschule - PepperMont;10439;Schönfließer Str. 7;44717-305;44717-306;info@freie-sekundarschule.de;http://freie-grundschule.de/freie-sekundarschule-peppermont/
03P36;WETEK-Fachschule für Sozialpädagogik;10119;Christinenstr. 18-19 ;44383365;44383369;fachschule@wetek.de;http://www.wetek.de
03P37;Berlin Bilingual School (Integrierte Sekundarschule);13086;Rudolf-Baschant-Str. 2;400389-63;400389-64;berlin-bilingual-secondary@pfefferwerk.de;http://www.berlin-bilingual-school.de
03P38;S.K.O.U.T. - Fachschule für Sozialpädagogik;10405;Immanuelkirchstr. 10;67821309;4427093;info@s-k-o-u-t.de;
03S01;Schule am Senefelderplatz;10435;Schönhauser Allee 165;446890-0;446890-13;info@schule-am-senefelderplatz.de;http://www.schule-am-senefelderplatz.de
03S03;Helene-Haeusler-Schule;10405;Mendelssohnstr. 10;473776-41;473776-40;sekretariat@helene-haeusler-schule.de;http://www.helene-haeusler-schule.de
03S06;Schule am Birkenhof;13127;Arnouxstr. 18;474029100;47411448;sekretariat@schule-birkenhof.de;http://www.schule-birkenhof.de
03S07;Schule an der Heide;13156;Hermann-Hesse-Str. 48-52;91699470;91699471;schuleanderheide@t-online.de;
03S08;Panke-Schule;13187;Galenusstr. 64;476079-20;476079-21;kontakt@panke-schule.de;www.panke-schule.de
03S09;Schule an der Strauchwiese;13187;Mendelstr. 54;47607930;47607931;info@schuleanderstrauchwiese.de;http://www.schuleanderstrauchwiese.de
03S10;Marianne-Buggenhagen-Schule;13125;Ernst-Busch-Str. 29;9487880;94878827;foerderztr.koeschule.buch.cids@t-online.de;http://www.buggenhagen.cidsnet.de
03Y03;Käthe-Kollwitz-Gymnasium;10439;Dunckerstr. 65-66;4447671;4459794;sekretariat@kkos.net;http://www.kkos.net
03Y04;Heinrich-Schliemann-Gymnasium;10439;Dunckerstr. 64;446895-0;446895-106;schulleitung@hsg-berlin.de;http://www.hsg-berlin.de
03Y08;Carl-von-Ossietzky-Gymnasium;13187;Görschstr. 42-44;494003-90;494003-91;sekretariat@cvo-pankow.de;http://www.ossietzky-gym.cidsnet.de
03Y10;Rosa-Luxemburg-Gymnasium;13189;Kissingenstr. 12;916077-30;916077-31;sekretariat@rlo-berlin.de;http://www.rlo-berlin.de
03Y13;Felix-Mendelssohn-Bartholdy-Gymnasium;10407;Eugen-Schönhaar-Str. 18;4243850;42438531;sekretariat@mendelssohn-bartholdy-gymnasium.de;http://www.mendelssohn-bartholdy-gymnasium.de
03Y14;Primo-Levi-Gymnasium;13086;Pistoriusstr. 133;9290168111;9290168110;gymnasium-weissensee@web.de;http://gymnasium-weissensee.cidsnet.de
03Y15;Max-Delbrück-Gymnasium;13156;Kuckhoffstr. 2;47596720;4759672110;sekretariat@max-delbrueck-gymnasium.de;http://www.Max-Delbrueck-Gymnasium.de
03Y16;Robert-Havemann-Gymnasium;13125;Achillesstr. 79;948785-11;948785-19;schulleitung@robert-havemann-gymnasium.de;http://www.robert-havemann-gymnasium.de
03Y17;17. Schule (Gymnasium);10407;Conrad-Blenkle-Str. 34;405771260;;sekretariat@gymnasium-europasportpark.de;
04A04;Charlotte-Wolff-Kolleg;10627;Pestalozzistr. 40-41;902928825;902928858;sekretariat@charlotte-wolff-kolleg.de;http://www.charlotte-wolff-kolleg.de
04A06;Peter-A.-Silbermann-Schule;10713;Blissestr. 22;8974516-0;8974516-9;info@abendgymnasium.de;http://www.abendgymnasium.de
04A08;Sportschule im Olympiapark - Poelchau-Schule;14053;Prinz-Friedrich-Karl-Weg 1;3006330-0;3006330-8;kontakt@sportschule-olympiapark-poelchau.de;http://www.sportschule-olympiapark-poelchau.de/
04B01;Loschmidt-Oberschule;10587;Loschmidtstr. 19;345058-10;345058-40;zentrale@loschmidt-oberschule.de;http://www.loschmidt-oberschule.de
04B02;Hans-Litten-Schule (OSZ Recht und Wirtschaft);14059;Danckelmannstr. 26-28;303017-0;303017-52;leitung@hans-litten-schule.de;http://www.hans-litten-schule.de
04B03;OSZ Kraftfahrzeugtechnik;10585;Gierkeplatz 1-3;90198-600;90198-610;info@osz-kfz.de;http://www.osz-kfz.de
04B04;Ruth-Cohn-Schule (OSZ Sozialwesen);10625;Bismarckstr. 20;345067-14;345067-40;04b04@sozialpaedagogik-berlin.de;http://www.osz-ruth-cohn.de
04B05;Anna-Freud-Schule (OSZ Sozialwesen);13627;Halemweg 22;364178-10;364178-20;post@anna-freud-osz.de;http://www.anna-freud-osz.de
04B06;Leopold-Ullstein-Schule (OSZ Wirtschaft);10715;Prinzregentenstr. 32;85758532;85758550;info@leopold-ullstein-schule.de;http://www.leopold-ullstein-schule.de
04B07;OSZ Körperpflege;10625;Schillerstr. 120;864970-0;864970-51;info@osz-koerperpflege.de;http://www.osz-koerperpflege.de
04B08;Kläre-Bloch-Schule;10715;Prinzregentenstr. 60;857589-39;857589-37;buero@klaere-bloch-schule.de;http://www.klaere-bloch-schule.de
04G01;Eichendorff-Grundschule;10625;Goethestr. 19;43727227-0;43727227-20;eichendorff-gs-leitung.berlin@t-online.de;http://www.eichendorff-grundschule.cidsnet.de
04G02;Lietzensee-Grundschule;14057;Witzlebenstr. 34-35;3083063-0;3083063-63;sekretariat@lietzensee.cidsnet.de;http://www.lietzensee.cidsnet.de
04G04;Joan-Miró-Grundschule;10623;Bleibtreustr. 43;902928-100;;mail@joan-miro-grundschule.de;http://www.joan-miro-grundschule.de
04G05;Dietrich-Bonhoeffer-Grundschule;14050;Spandauer Damm 205-215;30328451-0;30328451-29;dibog.sek@t-online.de;http://www.dietrichbonhoeffergrundschule.cidsnet.de
04G06;Wald-Grundschule;14055;Waldschulallee 83-93;902926-900;902926-917;wagru@t-online.de;http://wald-grundschule.de
04G07;Ludwig-Cauer-Grundschule;10587;Cauerstr. 36-38;902925-700;902925-707;ludwig@cauerschule.de;www.cauerschule.de
04G08;Mierendorff-Grundschule;10589;Mierendorffstr. 20-24;9029275-08;9029275-50;schulleitung@mierendorff-grundschule.de;http://www.mierendorff-grundschule.de
04G09;Erwin-von-Witzleben-Grundschule;13627;Halemweg 34;902925-380;902925-336;erwin-von-witzleben-gs@t-online.de;http://www.unser-erwin.cidsnet.de
04G11;Helmuth-James-von-Moltke-Grundschule;13627;Heckerdamm 221;3480689-10;3480689-129;schulsekretariat@moltke-grundschule.de;http://www.moltke-grundschule.de
04G12;Schinkel-Grundschule;10585;Nithackstr. 8;902924001;902924040;esgbuero@t-online.de;http://www.esg.cidsnet.de
04G13;Nehring-Grundschule;14059;Nehringstr. 9-10;902924-300;902924-343;info@nehring-grundschule.de;http://www.nehring-grundschule.de
04G14;Reinhold-Otto-Grundschule;14050;Leistikowstr. 7-8;9029280-31;9029280-36;Reinhold-Otto-GS@t-online.de;http://www.reinhold-otto.de
04G15;Charles-Dickens-Grundschule;14055;Dickensweg 15;3032868-0;3032868-19;verwaltung@charles-dickens-gs.de;http://www.charles-dickens-gs.de
04G17;Johann-Peter-Hebel-Grundschule;10719;Emser Str. 50;8600852-10;8600852-129;verwaltung@hebelschule-berlin.de;http://www.hebelschule-berlin.de
04G18;Ernst-Habermann-Grundschule;10715;Prinzregentenstr. 33-34;8146246-0;8146246-29;schule@ernst-habermann.de;http://www.ernst-habermann.de
04G19;Grundschule am Rüdesheimer Platz;14197;Rüdesheimer Str. 24-30;9029170-10;9029170-33;sekretariat-garp@t-online.de;http://www.garp-schule.de
04G20;Katharina-Heinroth-Grundschule;10709;Münstersche Str. 15-17;890439510;8904395129;sekretariat@katharina-heinroth-grundschule.de;http://katharina-heinroth-grundschule.de
04G21;Halensee-Grundschule;10711;Joachim-Friedrich-Str. 35-36;890286-0;890286-30;Halensee-Grundschule@t-online.de;http://www.Halensee-Grundschule.cidsnet.de
04G22;Grunewald-Grundschule;14193;Delbrückstr. 20 A;8904969-0;8904969-19;verwaltung@grunewald-grundschule.de;http://www.grunewald-grundschule.de
04G23;Alt-Schmargendorf-Grundschule;14199;Reichenhaller Str. 8;81056767-0;81056767-29;asgbialek@t-online.de;http://www.alt-schmargendorf-grundschule.de
04G24;Carl-Orff-Grundschule;14199;Berkaer Str. 9-10;902922809;8254632;carl-orff-grundschule-bln@cog.cidsnet.de;http://www.cog.cidsnet.de
04G25;Cecilien-Schule (Grundschule);10717;Nikolsburger Platz 5;8639050;86390570;04G25@cecilie.cidsnet.de;http://www.cecilie.cidsnet.de
04G26;Birger-Forell-Grundschule;10715;Koblenzer Str. 22-24;8577180;85771877;post@birger-forell-grundschule.de;http://www.birger-forell-grundschule.de
04G27;Judith-Kerr-Grundschule;14199;Friedrichshaller Str. 13;8979940;89799418;sekretariat@judith-kerr-schule.de;http://www.judith-kerr-schule.de
04K02;Friedensburg-Schule;10623;Goethestr. 8-9;9029178-04;9029178-98;sekretariat@fosbe.de;http://www.fosbe.de
04K03;Robert-Jungk-Schule;10707;Sächsische Str. 58;8639280;863928299;schulleitung@r-j-o.de;http://www.Robert-Jungk-Oberschule.de
04K04;Nelson-Mandela-Schule;10719;Pfalzburger Str.30;8639537-0;8639537-19;sicsb@web.de;http://www.nelson-mandela-school.net
04K05;Paula-Fürst-Schule (Gemeinschaftsschule);10629;Sybelstr. 20-21;9029272-20;9029272-50;post@paula-fuerst-gemeinschaftsschule.de;http://www.paula-fuerst-gemeinschaftsschule.de
04K06;Schule am Schloss (Integrierte Sekundarschule);14059;Schloßstr. 55 A;902924-110;902924-132;sekretariat@schuleamschloss.de;www.schuleamschloss.de
04K07;Integrierte Sekundarschule Wilmersdorf;14199;Kranzer Str. 3;897845910;8978459129;kontakt@sekundarschule-wilmersdorf.de;http://www.sekundarschule-wilmersdorf.de
04K08;Peter-Ustinov-Schule;14057;Kuno-Fischer-Str. 22-26;3032866-0;3032866-30;peter-ustinov-schule@t-online.de;http://www.peter-ustinov-schule.de
04K09;Otto-von-Guericke-Schule (Integrierte Sekundarschule);10709;Eisenzahnstr. 47-48;86008531-0;86008531-29;kontakt@ovgos.de;http://www.ovgos.de
04P01;Katholische Schule Herz Jesu (Grundschule);14055;Insterburgallee 8-10;33007010;330070129;info@herz-jesu-schule.de;http://www.herz-jesu-schule.de
04P02;Schele-Schule (Grundschule);14052;Olympische Str. 23;3044990;98352334;buero@Schele-Schule.de;http://www.Schele-Schule.de
04P03;Heinz-Galinski-Schule (Grundschule);14055;Waldschulallee 73;3011940;30119444;viola.bialek@jg-berlin.org;
04P04;Katholische Schule Liebfrauen (Gymnasium);14050;Ahornallee 33;306130-13;306130-14;sekretariat@ksliebfrauen.de;http://www.KSLiebfrauen.de
04P05;Evangelische Schule Charlottenburg (Integrierte Sekundarschule);10587;Guerickestr. 4-6;343571610;343571620;ev-schule-charlottenburg@t-online.de;http://www.ev-schule-charlottenburg.de
04P07;DIDACTICA private kaufmännische Berufsbildungs GmbH;10627;Wilmersdorfer Str. 39;3290088-0;3290088-9;info@didactica.de;http://www.didactica.de
04P08;AfIB Akademie für Internationale Bildung GmbH;10585;Haubachstr. 8;34708754;34708643;info@afib-berlin.de;http://www.afib-berlin.de
04P09;IFAG Institut für angewandte Gerontologie;10585;Haubachstr. 8;3415034;3482303;info@ifag-berlin.de;http://www.ifag-berlin.de
04P10;Katholische Schule Sankt Ludwig (Grundschule);10719;Düsseldorfer Str. 13;8824867;8824868;kontakt@ludwig-gs.de;http://ludwig-gs.de
04P11;Evangelisches Gymnasium zum Grauen Kloster;14193;Salzbrunner Str. 41;82540-11;82540-12;sekretariat@graues-kloster.de;http://www.graues-kloster.de
04P12;Annie-Heuser-Schule;10709;Eisenzahnstr. 37;86393061;86393063;schule@annie-heuser-schule.de;http://www.annie-heuser-schule.de
04P15;Freie Schule Charlottenburg;14052;Frankenallee 6;89409930;89060908;info@freie-schule-charlottenburg.de;http://www.freie-schule-charlottenburg.de
04P20;Rackow-Schulen Berlin;10623;Fasanenstr. 81;31504243;31504244;info@rackow-berlin.de;http://www.rackow-schulen.de
04P21;Evangelische Schule Wilmersdorf (Grundschule);10707;Brandenburgische Str. 51;81826980;89728334;info@evgruwi.de ;http://www.evgruwi.de 
04P22;Erste Aktivschule Charlottenburg (Grundschule);10587;Alt-Lietzow 31;30366968;30366967;kontakt@aktivschule-berlin.de;http://www.aktivschule-charlottenburg.de
04P23;Jüdische Traditionsschule;14052;Spandauer Damm 220;326788-97;326788-33;schule@chabadberlin.de;http://www.jschule.de
04P24;Moser-Schule - Schweizer Gymnasium;14052;Badenallee 31-32;308382-82;308382-88;info@moserschule.de;http://www.moserschule.de
04P25;Schulen der ASIG Stiftung e.V.;10719;Meierottostr. 8-9;469054-0;469054-20;info@asig-berlin.de;http://www.asig-berlin.de
04P27;Schule am Westend;14050;Spandauer Damm 130 ;30355970;30355979;k.schicke@zspr.de;http://www.zspr.de
04P35;Galileo Gymnasium;14197;Schlangenbader Str.31;89580599;;info@galileo-gymnasium.de;http://www.galileo-gymnasium.de
04P36;AIK Schulen gGmbH;10587;Hallerstr. 3-6;936936-71;936936-77;info@semperschulen.de;http://www.semperschulen.de
04P37;Campus Berufsbildung e.V.;10627;Wilmersdorfer Str. 126-127;42082790-0;;d.hoffmeister@campus-bb.de;http://www.campus-berlin.de
04P38;NEWSchool (Integrierte Sekundarschule);10587;Gutenbergstr. 4;34649310;34649312;info@newschool.de;http://www.newschool.de
04P39;Berlin British School (Grundschule);14055;Dickensweg 17-19;3510919-0;3510919-9;info@berlinbritishschool.de;http://www.berlinbritishschool.de
04P40;Berlin British School (Integrierte Sekundarschule);14055;Am Postfenn 31;35109-180;35109-189;info@berlinbritishschool.de;http://www.berlinbritishschool.de
04P41;Freudberg Schule (Gemeinschaftsschule);10717;Bundesallee 35;652156779;3309990002;info@freudbergschule.de;http://www.freudbergschule.de
04S02;Arno-Fuchs-Schule;10585;Richard-Wagner-Str. 30;9029132-50;9029132-59;afs-stowasser@t-online.de;http://www.arno-fuchs-schule.cidsnet.de
04S04;Reinfelder-Schule;14055;Maikäferpfad 30;902925050;902925064;post@reinfelder-schule.de;http://www.reinfelder-schule.de
04S05;Ernst-Adolf-Eschke-Schule für Gehörlose;14055;Waldschulallee 29;902925000;902925033;post@eaeschule.de;http://www.eaeschule.de
04S06;Finkenkrug-Schule;10713;Mannheimer Str. 21-22;8277060;82770618;kontakt@finkenkrug-schule.de;http://www.finkenkrug-schule.cidsnet.de
04S07;Comenius-Schule;10713;Gieselerstr. 4;864995-0;864995-18;comenius-schulleitung@t-online.de;http://www.schule-comenius.de
04Y01;Schiller-Gymnasium;10625;Schillerstr. 125-127;902925920;902925841;sekretariat@schiller.cidsnet.de;http://www.sgym.de
04Y02;Wald-Gymnasium;14055;Waldschulallee 95;902926930;902926925;Wald.Oberschule@t-online.de ;http://www.waldoberschule.de
04Y03;Sophie-Charlotte-Gymnasium;10629;Sybelstr. 2;902928600;902928660;sophie-charlotte-schule@t-online.de;http://www.scoberlin.de
04Y04;Gottfried-Keller-Gymnasium;10589;Olbersstr. 38;902927310;902927362;gks-berlin@t-online.de;http://www.gks-berlin.cidsnet.de/conpresso
04Y05;Herder-Gymnasium;14052;Westendallee 45-46;9029278-00;9029278-21;leitung@herder-oberschule.de;http://www.herder-oberschule.de
04Y06;Heinz-Berggruen-Gymnasium;14052;Bayernallee 4;902928702;902928720;Info@hbgym.de;http://www.hbgym.de
04Y07;Friedrich-Ebert-Gymnasium;10713;Blissestr. 22;8974510;89745124;feo-leitung@t-online.de;http://feo.schule.de
04Y08;Hildegard-Wegscheider-Gymnasium;14193;Lassenstr. 16-20;89745421-0;89745421-29;wegscheider-gymnasium@gmx.de;http://www.hwos.de
04Y09;Walther-Rathenau-Gymnasium;14193;Herbertstr. 2-6;8902990;89029918;slwro@t-online.de;http://www.wrs-berlin.de
04Y10;Marie-Curie-Gymnasium;10715;Weimarische Str. 21;8599497-10;8599497-129;schulleitung@mco-berlin.de;http://www.mco-berlin.de
04Y11;Goethe-Gymnasium;10717;Gasteiner Str. 23;8649960;8617680;info.goethe-gymnasium@t-online.de;http://www.goethe-gymnasium-berlin.cidsnet.de
05A03;Volkshochschule Spandau;13597;Moritzstr. 17;90279-5006;90279-5836;sekretariat-zbw@vhs-spandau.de;http://www.vhs.berlin.de 
05B01;OSZ TIEM (Technische Informatik, Industrieelektronik und EnergieManagement);13599;Goldbeckweg 8-14;354946-0;354946-14;info@osztiem.de;http://www.osztiem.de
05B02;Knobelsdorff-Schule (OSZ Bautechnik I);13599;Nonnendammallee 140-143;33503-0;33503-200;kontakt@knobelsdorff-schule.de;http://www.knobelsdorff-schule.de
05G01;Ernst-Ludwig-Heim-Grundschule;13597;Grunewaldstr. 8;339387-0;339387-21;Ernst-Ludwig-Heim-Grundschule@web.de;http://www.e-l-heim.cidsnet.de
05G02;Grundschule am Eichenwald;13587;Gaismannshofer Weg 2;3675811-0;3675811-10;Grundschule_am_Eichenwald@t-online.de;http://www.eichenwaldgrundschule.cidsnet.de
